claim_id,dataset,judge_skeptic_opus_p,judge_skeptic_opus_conf,judge_skeptic_gpt55_p,judge_skeptic_gpt55_conf,judge_skeptic_gem31_p,judge_skeptic_gem31_conf,judge_field_opus_p,judge_field_opus_conf,judge_field_gpt55_p,judge_field_gpt55_conf,judge_field_gem31_p,judge_field_gem31_conf,judge_bayesian_opus_p,judge_bayesian_opus_conf,judge_bayesian_gpt55_p,judge_bayesian_gpt55_conf,judge_bayesian_gem31_p,judge_bayesian_gem31_conf,judge_generalist_opus_p,judge_generalist_opus_conf,judge_generalist_gpt55_p,judge_generalist_gpt55_conf,judge_generalist_gem31_p,judge_generalist_gem31_conf,judge_n_responses,judge_mean_p,judge_median_p,judge_sd_p,judge_min_p,judge_max_p,judge_iqr_p,judge_persona_disagreement,judge_model_disagreement,expected_power,p_replication_observed
DJAM,round3,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,12,0.7,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.8,0.575
DJSH,round3,0.3,medium,0.5,low,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.5,medium,0.3,medium,0.3,low,0.7,low,0.7,medium,12,0.4,0.3,0.1595,0.3,0.7,0.2,0.1155,0.1,0.8,0.35
E5qr_single-trace,round1,0.13,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.13,medium,0.3,low,0.3,medium,12,0.2575,0.3,0.0769,0.13,0.3,0.085,0.0543,0.0425,0.8,0.2431
EQxa_single-trace,round1,0.7,low,0.7,medium,0.3,medium,0.3,low,0.7,medium,0.3,medium,0.7,low,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,12,0.6,0.7,0.1809,0.3,0.7,0.2,0.1277,0.1,0.8,0.5
EZ3x_single-trace,round2,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.7,medium,0.87,medium,0.87,medium,0.87,medium,0.87,medium,0.7,medium,0.87,high,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0463,0.0649,0.8,0.66
Ej3y_single-trace,round2,0.3,medium,0.5,medium,0.3,medium,0.5,low,0.3,medium,0.3,medium,0.3,low,0.5,medium,0.3,medium,0.3,low,0.7,low,0.3,medium,12,0.3833,0.3,0.1337,0.3,0.7,0.2,0.0333,0.1041,0.8,0.3375
G1Lr_single-trace,round1,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,12,0.7425,0.7,0.0769,0.7,0.87,0.085,0.0543,0.0425,0.8,0.6069
GFIR,round3,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,low,0.3,medium,0.3,medium,0.5,low,0.3,medium,12,0.3025,0.3,0.0791,0.13,0.5,0.0,0.0504,0.0463,0.8,0.2769
GNjz_single-trace,round2,0.87,high,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.7,medium,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0654,0.0245,0.8,0.66
GPYQ,round3,0.3,medium,0.7,low,0.5,medium,0.7,low,0.7,medium,0.7,medium,0.3,medium,0.7,medium,0.5,medium,0.3,low,0.7,low,0.7,medium,12,0.5667,0.7,0.1775,0.3,0.7,0.3,0.0943,0.1528,0.8,0.475
GXEW_single-trace,round1,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.5,low,0.3,high,12,0.3025,0.3,0.0791,0.13,0.5,0.0,0.0504,0.0463,0.8,0.2769
IBBJ,round3,0.7,medium,0.3,medium,0.3,medium,0.5,medium,0.7,low,0.3,low,0.5,low,0.5,low,0.3,medium,0.7,low,0.7,low,0.5,medium,12,0.5,0.5,0.1706,0.3,0.7,0.4,0.0943,0.1323,0.8,0.425
IBXI,round3,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,medium,12,0.785,0.785,0.0888,0.7,0.87,0.17,0.0327,0.085,0.8,0.6388
IMKS,round3,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,medium,12,0.8417,0.87,0.0662,0.7,0.87,0.0,0.0327,0.0491,0.8,0.6813
J4W9_single-trace,round2,0.5,low,0.5,medium,0.3,medium,0.5,low,0.5,medium,0.3,medium,0.5,low,0.5,medium,0.3,medium,0.5,low,0.5,medium,0.3,medium,12,0.4333,0.5,0.0985,0.3,0.5,0.2,0.0,0.1155,0.8,0.375
J7ek_single-trace,round2,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.87,medium,12,0.8275,0.87,0.0769,0.7,0.87,0.085,0.0543,0.0425,0.8,0.6706
JRpA_6ryjx7,round1,0.7,low,0.7,low,0.3,medium,0.5,low,0.7,low,0.3,medium,0.5,low,0.7,low,0.3,medium,0.7,medium,0.7,medium,0.3,medium,12,0.5333,0.6,0.1875,0.3,0.7,0.4,0.0385,0.2082,0.8,0.45
JRpA_7oy1jv,round2,0.3,low,0.3,medium,0.3,medium,0.3,low,0.3,medium,0.3,medium,0.3,low,0.3,low,0.3,medium,0.5,low,0.3,low,0.3,medium,12,0.3167,0.3,0.0577,0.3,0.5,0.0,0.0333,0.0289,0.8,0.2875
JRpA_l8j9xn,round2,0.7,medium,0.7,medium,0.3,medium,0.7,low,0.7,low,0.3,medium,0.7,low,0.7,medium,0.3,medium,0.7,low,0.7,low,0.7,medium,12,0.6,0.7,0.1809,0.3,0.7,0.2,0.0667,0.1732,0.8,0.5
JRpA_zxz13n,round1,0.7,medium,0.7,low,0.3,medium,0.3,low,0.5,medium,0.3,medium,0.5,low,0.7,low,0.3,medium,0.7,medium,0.7,low,0.3,medium,12,0.5,0.5,0.1907,0.3,0.7,0.4,0.0943,0.1803,0.8,0.425
JWzJ_single-trace,round2,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,low,0.3,low,0.5,low,0.7,medium,0.7,medium,12,0.65,0.7,0.1243,0.3,0.7,0.0,0.0638,0.05,0.8,0.5375
K4ZD_single-trace,round2,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.13,high,0.13,medium,0.5,medium,0.13,high,12,0.2458,0.3,0.1165,0.13,0.5,0.17,0.005,0.1105,0.8,0.2344
KMIJ,round3,0.87,medium,0.87,medium,0.97,high,0.87,high,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.8783,0.87,0.0289,0.87,0.97,0.0,0.0167,0.0144,0.8,0.7087
Kj9d_single-trace,round2,0.5,medium,0.7,medium,0.13,medium,0.7,low,0.7,low,0.13,high,0.3,low,0.7,medium,0.3,medium,0.5,low,0.7,low,0.3,medium,12,0.4717,0.5,0.2304,0.13,0.7,0.4,0.0389,0.2437,0.8,0.4038
LMIP,round3,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.5,medium,0.7,medium,0.87,medium,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.87,high,12,0.74,0.7,0.1114,0.5,0.87,0.17,0.076,0.0888,0.8,0.605
LSAP,round3,0.3,medium,0.3,low,0.3,medium,0.3,medium,0.5,low,0.3,medium,0.3,medium,0.5,medium,0.3,medium,0.3,medium,0.7,low,0.3,medium,12,0.3667,0.3,0.1303,0.3,0.7,0.1,0.0544,0.1155,0.8,0.325
LmBx_single-trace,round1,0.3,medium,0.7,low,0.3,medium,0.3,medium,0.3,medium,0.13,high,0.3,low,0.5,low,0.13,medium,0.3,low,0.5,low,0.3,medium,12,0.3383,0.3,0.1596,0.13,0.7,0.1,0.0809,0.1463,0.8,0.3037
MKLD,round3,0.87,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.7,high,0.7,medium,0.7,medium,0.87,high,12,0.7425,0.7,0.0769,0.7,0.87,0.085,0.0283,0.0425,0.8,0.6069
MRJD,round3,0.97,high,0.87,high,0.97,high,0.97,high,0.87,high,0.97,high,0.97,high,0.97,medium,0.97,high,0.97,high,0.87,medium,0.97,high,12,0.945,0.97,0.0452,0.87,0.97,0.05,0.0167,0.0433,0.8,0.7588
NJBO,round3,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.5,low,0.7,low,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,12,0.6833,0.7,0.0577,0.5,0.7,0.0,0.0333,0.0289,0.8,0.5625
NKFB,round3,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.7,medium,0.87,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,12,0.7992,0.87,0.0875,0.7,0.87,0.17,0.0283,0.0649,0.8,0.6494
NMHB,round3,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,low,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,12,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.8,0.275
Nj8V_single-trace,round2,0.3,medium,0.5,low,0.3,medium,0.3,medium,0.3,low,0.3,medium,0.3,medium,0.5,medium,0.3,medium,0.3,medium,0.7,medium,0.3,medium,12,0.3667,0.3,0.1303,0.3,0.7,0.1,0.0544,0.1155,0.8,0.325
NrrW_single-trace,round2,0.97,high,0.87,high,0.97,high,0.97,high,0.87,high,0.97,high,0.97,high,0.87,high,0.97,high,0.97,high,0.87,high,0.97,high,12,0.9367,0.97,0.0492,0.87,0.97,0.1,0.0,0.0577,0.8,0.7525
OYX0_2n1rrj,round1,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,medium,0.87,medium,0.87,medium,0.87,high,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0463,0.0649,0.8,0.66
OYX0_5o9y12,round1,0.97,high,0.87,high,0.97,high,0.97,high,0.87,medium,0.87,high,0.87,high,0.87,medium,0.97,high,0.87,high,0.87,medium,0.87,high,12,0.9033,0.87,0.0492,0.87,0.97,0.1,0.0272,0.0289,0.8,0.7275
OYX0_single-trace,round2,0.87,high,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,medium,0.87,medium,0.7,medium,0.87,medium,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.66
OYX0_y5wnn9,round1,0.7,medium,0.5,medium,0.3,medium,0.7,medium,0.7,low,0.87,high,0.5,low,0.7,low,0.3,medium,0.5,low,0.5,medium,0.7,medium,12,0.5808,0.6,0.1754,0.3,0.87,0.2,0.1214,0.0332,0.8,0.4856
OYX0_ywd1y9,round2,0.97,high,0.87,medium,0.97,high,0.87,high,0.87,high,0.97,high,0.87,high,0.87,medium,0.97,high,0.97,high,0.87,medium,0.87,high,12,0.9117,0.87,0.0515,0.87,0.97,0.1,0.0167,0.0382,0.8,0.7338
OeGv_8vrpd2,round2,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.13,high,0.3,low,0.3,medium,0.13,high,12,0.2433,0.3,0.0837,0.13,0.3,0.17,0.0,0.0981,0.8,0.2325
OeGv_bnxon4,round1,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.3,low,0.13,medium,12,0.2433,0.3,0.0837,0.13,0.3,0.17,0.0,0.0981,0.8,0.2325
OeGv_br469p,round1,0.3,medium,0.5,low,0.13,medium,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.3,medium,0.3,medium,12,0.2742,0.3,0.1039,0.13,0.5,0.085,0.0358,0.0915,0.8,0.2556
OeGv_gv8q78,round1,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.5,low,0.13,medium,12,0.26,0.3,0.1114,0.13,0.5,0.17,0.0333,0.1153,0.8,0.245
OeGv_single-trace,round2,0.3,low,0.3,medium,0.13,high,0.3,low,0.3,low,0.13,high,0.3,medium,0.3,medium,0.13,high,0.3,low,0.3,medium,0.13,high,12,0.2433,0.3,0.0837,0.13,0.3,0.17,0.0,0.0981,0.8,0.2325
Ovkm_single-trace,round1,0.87,medium,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.87,high,12,0.7567,0.7,0.0837,0.7,0.87,0.17,0.0463,0.0649,0.8,0.6175
Ow0_single-trace,round1,0.7,low,0.7,medium,0.3,medium,0.5,low,0.7,low,0.3,medium,0.5,low,0.7,medium,0.3,medium,0.5,low,0.7,low,0.3,medium,12,0.5167,0.5,0.1801,0.3,0.7,0.4,0.0333,0.2021,0.8,0.4375
PBKU,round3,0.7,medium,0.7,medium,0.7,medium,0.3,medium,0.7,medium,0.3,medium,0.7,low,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.7,medium,12,0.6475,0.7,0.1694,0.3,0.87,0.0,0.1453,0.0502,0.8,0.5356
PFVB,round3,0.5,medium,0.5,medium,0.3,high,0.5,medium,0.7,low,0.3,medium,0.3,low,0.3,low,0.3,medium,0.5,low,0.3,medium,0.3,medium,12,0.4,0.3,0.1348,0.3,0.7,0.2,0.0861,0.0866,0.8,0.35
PNPz_single-trace,round2,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,12,0.7142,0.7,0.0491,0.7,0.87,0.0,0.0283,0.0245,0.8,0.5857
PQFU,round3,0.7,medium,0.5,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.7,low,0.7,medium,0.7,medium,0.7,low,0.7,medium,12,0.7117,0.7,0.0935,0.5,0.87,0.0,0.0304,0.0683,0.8,0.5838
Pb9K_single-trace,round2,0.5,medium,0.5,medium,0.3,medium,0.5,medium,0.7,low,0.3,medium,0.5,low,0.5,low,0.3,medium,0.3,low,0.7,low,0.3,low,12,0.45,0.5,0.1508,0.3,0.7,0.2,0.0333,0.15,0.8,0.3875
PlDa_single-trace,round2,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,medium,0.87,medium,0.7,medium,0.87,medium,0.87,medium,0.7,low,0.87,high,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.66
Q1dl_single-trace,round1,0.7,medium,0.5,medium,0.3,medium,0.7,low,0.7,medium,0.3,medium,0.5,low,0.7,low,0.3,medium,0.7,low,0.7,medium,0.3,medium,12,0.5333,0.6,0.1875,0.3,0.7,0.4,0.0385,0.2021,0.8,0.45
QSNF,round3,0.87,high,0.7,medium,0.87,high,0.87,high,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.66
QYJQ,round3,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,12,0.7,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.8,0.575
QYNq_single-trace,round2,0.5,medium,0.3,low,0.3,medium,0.7,low,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,low,0.3,medium,0.3,medium,12,0.35,0.3,0.1243,0.3,0.7,0.0,0.0638,0.0866,0.8,0.3125
R9dv_single-trace,round1,0.87,high,0.7,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,12,0.8558,0.87,0.0491,0.7,0.87,0.0,0.0283,0.0245,0.8,0.6919
RFTL,round3,0.3,medium,0.5,medium,0.3,medium,0.3,medium,0.5,medium,0.3,medium,0.3,low,0.7,medium,0.7,low,0.3,low,0.7,medium,0.5,medium,12,0.45,0.4,0.1732,0.3,0.7,0.3,0.1,0.15,0.8,0.3875
RJb_single-trace,round2,0.3,low,0.5,medium,0.3,medium,0.5,low,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.5,low,0.3,medium,12,0.35,0.3,0.0905,0.3,0.5,0.1,0.0333,0.05,0.8,0.3125
RYKv_3w5kdk,round2,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,low,0.87,high,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.66
RYKv_6xnk65,round1,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,12,0.7992,0.87,0.0875,0.7,0.87,0.17,0.0283,0.0885,0.8,0.6494
RYKv_g41jx8,round2,0.87,high,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,12,0.87,0.87,0.0,0.87,0.87,0.0,0.0,0.0,0.8,0.7025
RYKv_p5o238,round1,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,12,0.8275,0.87,0.0769,0.7,0.87,0.085,0.0283,0.0736,0.8,0.6706
RYKv_single-trace,round1,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.87,0.87,0.0,0.87,0.87,0.0,0.0,0.0,0.8,0.7025
RYKv_wzn69v,round2,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.87,0.87,0.0,0.87,0.87,0.0,0.0,0.0,0.8,0.7025
RZdL_single-trace,round2,0.87,high,0.7,medium,0.87,high,0.87,high,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.66
RrOb_single-trace,round1,0.97,high,0.87,medium,0.97,high,0.97,high,0.87,medium,0.97,high,0.97,high,0.87,high,0.97,high,0.97,high,0.87,medium,0.97,high,12,0.9367,0.97,0.0492,0.87,0.97,0.1,0.0,0.0577,0.8,0.7525
Rvb_single-trace,round2,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,medium,12,0.7,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.8,0.575
SAFN,round3,0.3,medium,0.5,medium,0.3,medium,0.3,medium,0.5,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.5,low,0.3,medium,12,0.35,0.3,0.0905,0.3,0.5,0.1,0.0333,0.0866,0.8,0.3125
SRVN,round3,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.66
SXXP,round3,0.87,high,0.87,medium,0.97,high,0.87,high,0.87,medium,0.97,high,0.87,medium,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,12,0.8867,0.87,0.0389,0.87,0.97,0.0,0.0192,0.0289,0.8,0.715
THLC,round3,0.5,medium,0.5,medium,0.3,medium,0.7,medium,0.7,medium,0.7,medium,0.5,low,0.7,low,0.7,low,0.5,medium,0.7,low,0.3,medium,12,0.5667,0.6,0.1557,0.3,0.7,0.2,0.1217,0.0764,0.8,0.475
TJKC,round3,0.7,low,0.5,medium,0.3,medium,0.7,low,0.7,low,0.7,medium,0.3,medium,0.7,low,0.3,medium,0.7,low,0.5,medium,0.3,medium,12,0.5333,0.6,0.1875,0.3,0.7,0.4,0.1155,0.1155,0.8,0.45
TLNC,round3,0.3,medium,0.7,medium,0.3,medium,0.5,low,0.5,medium,0.3,medium,0.5,low,0.7,medium,0.3,low,0.5,medium,0.7,medium,0.7,low,12,0.5,0.5,0.1706,0.3,0.7,0.4,0.0943,0.1323,0.8,0.425
TUXC,round3,0.87,high,0.87,medium,0.97,high,0.87,high,0.87,medium,0.97,high,0.87,high,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,12,0.8867,0.87,0.0389,0.87,0.97,0.0,0.0192,0.0289,0.8,0.715
UGZY,round3,0.7,low,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.5,low,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,12,0.6833,0.7,0.0577,0.5,0.7,0.0,0.0333,0.0289,0.8,0.5625
VB9K_single-trace,round1,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,low,0.3,medium,0.3,medium,12,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.8,0.275
VGAe_single-trace,round2,0.7,medium,0.7,medium,0.3,medium,0.7,medium,0.87,medium,0.3,medium,0.5,low,0.7,medium,0.3,medium,0.5,low,0.7,medium,0.3,medium,12,0.5475,0.6,0.2067,0.3,0.87,0.4,0.0595,0.2259,0.8,0.4606
VOwm_single-trace,round2,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,12,0.7142,0.7,0.0491,0.7,0.87,0.0,0.0283,0.0245,0.8,0.5857
Vj0p_b819vj,round2,0.97,high,0.87,medium,0.97,high,0.87,high,0.87,medium,0.87,high,0.97,high,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,12,0.895,0.87,0.0452,0.87,0.97,0.05,0.0319,0.025,0.8,0.7213
Vj0p_g1j462,round1,0.87,medium,0.5,medium,0.3,medium,0.7,medium,0.5,medium,0.87,high,0.87,medium,0.7,medium,0.87,medium,0.87,medium,0.7,medium,0.87,medium,12,0.7183,0.785,0.1929,0.3,0.87,0.27,0.1225,0.114,0.8,0.5887
Vj0p_g27k3q,round1,0.97,high,0.87,medium,0.97,high,0.97,high,0.7,medium,0.97,high,0.87,high,0.87,medium,0.87,high,0.97,high,0.87,medium,0.87,high,12,0.8975,0.87,0.0797,0.7,0.97,0.1,0.0296,0.0619,0.8,0.7231
Vj0p_g9dq43,round2,0.87,high,0.7,medium,0.87,high,0.87,high,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,high,0.7,medium,0.87,high,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.66
Vj0p_mjjnpk,round1,0.7,medium,0.5,medium,0.3,medium,0.87,medium,0.7,low,0.87,high,0.7,low,0.5,medium,0.3,medium,0.87,medium,0.5,medium,0.3,medium,12,0.5925,0.6,0.2232,0.3,0.87,0.385,0.1496,0.1752,0.8,0.4944
Vj0p_single-trace,round2,0.87,medium,0.7,medium,0.87,high,0.7,medium,0.7,low,0.87,high,0.7,medium,0.7,medium,0.87,medium,0.7,low,0.7,medium,0.87,high,12,0.7708,0.7,0.0875,0.7,0.87,0.17,0.0283,0.0885,0.8,0.6281
VjjX_single-trace,round2,0.87,medium,0.7,medium,0.7,medium,0.87,medium,0.87,medium,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.5,medium,12,0.7542,0.7,0.1165,0.5,0.87,0.17,0.0504,0.1105,0.8,0.6157
Vpgm_single-trace,round2,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.8417,0.87,0.0662,0.7,0.87,0.0,0.0327,0.0491,0.8,0.6813
VvZX_single-trace,round1,0.7,low,0.5,medium,0.3,medium,0.7,medium,0.3,medium,0.3,medium,0.7,low,0.3,medium,0.3,medium,0.7,low,0.5,low,0.3,low,12,0.4667,0.4,0.1875,0.3,0.7,0.4,0.0385,0.2082,0.8,0.4
WCBV,round3,0.5,medium,0.7,low,0.5,medium,0.3,medium,0.7,low,0.3,medium,0.5,low,0.7,low,0.3,medium,0.3,medium,0.7,medium,0.3,medium,12,0.4833,0.5,0.1801,0.3,0.7,0.4,0.0638,0.1893,0.8,0.4125
WFDV,round3,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,12,0.8275,0.87,0.0769,0.7,0.87,0.085,0.0283,0.0736,0.8,0.6706
WPTV,round3,0.5,medium,0.7,medium,0.3,medium,0.3,medium,0.7,medium,0.3,medium,0.5,low,0.7,low,0.3,low,0.3,low,0.7,medium,0.3,medium,12,0.4667,0.4,0.1875,0.3,0.7,0.4,0.0385,0.2082,0.8,0.4
WXFV,round3,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.66
